41.3146572,-72.9287665
41.3102335,-72.9293096
41.3155701,-72.927421
41.308317,-72.932979
41.313464,-72.9379699
41.3179814,-72.9214789
41.3102898,-72.9295226
41.3236507,-72.922218
41.311619,-72.92624
41.319397,-72.926345
41.3135382,-72.9235762
41.3045365,-72.9303066
41.3011952,-72.9341836
41.3245508,-72.9351449
41.3102168,-72.9306808
41.3011952,-72.9341836
41.3098578,-72.9274966
41.3115533,-72.9295973
41.3102168,-72.9306808
41.3200936,-72.9220404
41.3146572,-72.9287665
41.3148749,-72.960482
41.3087107,-72.9317519
41.3102168,-72.9306808
41.2975479,-72.9266248
41.315098,-72.922417
41.3102335,-72.9293096
41.3019767,-72.933582
41.313363,-72.9306545
41.304139,-72.9254528
41.313363,-72.9306545
41.3115425,-72.9276853
41.3080803,-72.9298931
41.3072117,-72.9311269
41.3114232,-72.9240671
41.30185,-72.932537
41.3093007,-72.93545
41.3097351,-72.9325045
41.3175029,-72.9295129
41.3050667,-72.9302922
41.328484,-72.91166
41.3092815,-72.9354278
41.308317,-72.932979
41.3043004,-72.9329625
41.308274,-72.9278835
41.3105978,-72.9254213
41.3076162,-72.9294561
41.3128195,-72.9224524
41.3102168,-72.9306808
41.3110772,-72.9285263
41.3097351,-72.9325045
41.3060068,-72.9295706
41.3118606,-72.9312101
41.310747,-72.930498
41.3015231,-72.9320881
41.318669,-72.9259375
41.3159349,-72.9287174
41.3078748,-72.9265758
41.3077092,-72.9366413
41.3133092,-72.9307797
41.3032184,-72.9340036
41.304139,-72.9254528
41.311619,-72.92624
41.3113974,-72.9244088
41.3070354,-72.9330991
41.3067,-72.930661
41.3135998,-72.9638815
41.3146572,-72.9287665
41.3146572,-72.9287665
41.3037244,-72.9351267
41.322634,-72.924524
41.313363,-72.9306545
41.312739,-72.9292279
41.3093007,-72.93545
41.3082531,-72.9279672
41.3039854,-72.9349751
41.3079806,-72.9319547
41.3133092,-72.9307797
41.3082531,-72.9279672
41.32842,-72.9211332
41.3086265,-72.925509
41.308274,-72.9278835
41.3086695,-72.9279386
41.30727,-72.930543
41.3102168,-72.9306808
41.310032,-72.923349
41.5416273,-72.9818849
41.3111774,-72.9257669
41.3032184,-72.9340036
41.3096512,-72.9236081
41.302584,-72.936415
41.3135718,-72.9638758
41.3072797,-72.9323493
41.3129379,-72.9316299
41.3011952,-72.9341836
41.3115533,-72.9295973
41.3146572,-72.9287665
41.3148749,-72.960482
41.3116012,-72.9293259
41.3254965,-72.9219375
41.3011952,-72.9341836
41.3102898,-72.9295226
41.3086695,-72.9279386
41.3181997,-72.9195535
41.3156419,-72.923698
41.3041173,-72.9293365
41.3102168,-72.9306808
41.3100817,-72.9285812
41.316167,-72.9199469
41.3112605,-72.9340051
41.310566,-72.9268116
41.3035382,-72.9342096
41.309486,-72.9252999
41.316782,-72.92506
41.3157963,-72.9452488
41.3075362,-72.9298169
41.307944,-72.933513
41.3086852,-72.9325642
41.311619,-72.92624
41.3110911,-72.9232896
41.312543,-72.923
41.314065,-72.932239
41.305428,-72.929042
41.3171652,-72.9238468
41.3102335,-72.9293096
41.3075738,-72.9293518
41.3102168,-72.9306808
41.307132,-72.931698
41.313363,-72.9306545
41.3119905,-72.9219522
41.310566,-72.9268116
41.314063,-72.922841
41.3011952,-72.9341836
41.3102168,-72.9306808
41.3032184,-72.9340036
41.3085654,-72.9298076
41.308878,-72.9303649
41.30793,-72.9342082
41.3103905,-72.9265154
41.3072866,-72.9286877
41.3118069,-72.930762
41.3115533,-72.9295973
41.3097162,-72.9276009
41.3072728,-72.9293375
41.3072728,-72.9293375
41.3072728,-72.9293375
41.3072728,-72.9293375
41.3097162,-72.9276009
41.310637,-72.9292676
41.3103558,-72.9237006
41.3089253,-72.9292488
41.316414,-72.922148
41.314195,-72.915521
41.3114665,-72.9635645
41.302584,-72.936415
41.3072728,-72.9293375
41.307743,-72.9298416
41.3227032,-72.9345934
41.3114501,-72.9320157
41.3116012,-72.9293259
41.3116012,-72.9293259
41.3115533,-72.9295973
41.3042779,-72.936447
41.3094,-72.9351286
41.310018,-72.9245071
41.310018,-72.9245071
41.3083319,-72.9278893
41.3102168,-72.9306808
41.3115667,-72.9263375
41.3119297,-72.9278773
41.3112383,-72.9298965
41.312231,-72.931233
41.309001,-72.932828
41.3078895,-72.9308216
41.3076162,-72.9294561
41.322634,-72.924524
41.3145799,-72.924789
41.2568169,-72.9908049
41.307132,-72.931698
41.3090334,-72.9294973
41.3133822,-72.9306001
41.3142627,-72.9378686
41.3159349,-72.9287174
41.3060357,-72.9257513
41.3100817,-72.9285812
41.3104153,-72.9224997
41.310566,-72.9268116
41.3290128,-72.9662482
41.3114665,-72.9635645
41.3114665,-72.9635645
41.3114665,-72.9635645
41.3135998,-72.9638815
41.3100817,-72.9285812
41.3114665,-72.9635645
41.314438,-72.931706
41.3123829,-72.92374
41.3115533,-72.9295973
41.3078748,-72.9265758
41.3114665,-72.9635645
41.5416283,-72.9819291
41.3022427,-72.9323625
41.322634,-72.924524
41.5416283,-72.9819291
41.3083771,-72.9244948
41.311656,-72.929639
41.302774,-72.935109
41.3076162,-72.9294561
41.308878,-72.9303649
41.3123335,-72.9290612
41.3024134,-72.9338189
41.3155701,-72.927421
41.315911,-72.92108
41.3186418,-72.9259734
41.324844,-72.92968
41.3119297,-72.9278773
41.5416291,-72.9819624
41.321937,-72.909071
41.321937,-72.909071
41.3080803,-72.9298931
41.309228,-72.93193
41.541611,-72.9812046
41.32551,-72.91808
41.3076162,-72.9294561
41.5416283,-72.9819291
41.5416283,-72.9819291
41.5416283,-72.9819291
41.312543,-72.923
41.3156411,-72.9218989
41.30793,-72.9342082
41.3119862,-72.9223682
41.3065233,-72.9268354
41.5416281,-72.9819181
41.311501,-72.9314108
41.311501,-72.9314108
41.5416154,-72.9813872
41.311943,-72.9252779
41.310032,-72.923349
41.3087107,-72.9317519
41.3024134,-72.9338189
41.313363,-72.9306545
41.3060093,-72.9296141
41.324844,-72.92968
41.3085574,-72.92957
41.3098578,-72.9274966
41.5416154,-72.9813872
41.3116012,-72.9293259
41.3083319,-72.9278893
41.3290128,-72.9662482
41.3003406,-72.9387125
41.301191,-72.936948
41.3118849,-72.924701
41.307357,-72.92943
41.3100447,-72.9304874
41.3235543,-72.9253301
41.3084531,-72.9341044
41.3173138,-72.9230335
41.308274,-72.9278835
41.3028352,-72.9326855
41.311656,-72.929639
41.3132773,-72.9317251
41.3132773,-72.9317251
41.3021801,-72.9300593
41.308274,-72.9278835
41.308274,-72.9278835
41.308274,-72.9278835
41.308274,-72.9278835
41.308274,-72.9278835
41.308274,-72.9278835
41.308274,-72.9278835
41.308274,-72.9278835
41.308274,-72.9278835
41.308274,-72.9278835
41.308274,-72.9278835
41.308274,-72.9278835
41.308274,-72.9278835
41.3043004,-72.9329625
41.3161074,-72.9241419
41.3129969,-72.9322394
41.3371252,-72.9725541
41.3371252,-72.9725541
41.315911,-72.92108
41.3035382,-72.9342096
41.3179883,-72.9196549
41.313363,-72.9306545
41.3172072,-72.9225735
41.3103315,-72.9255443
41.300087,-72.9253279
41.311943,-72.9252779
41.3119905,-72.9219522
41.3067127,-72.9474436
41.3075544,-72.9347956
41.5416283,-72.9819291
41.3026837,-72.9360143
41.308579,-72.928363
41.3098578,-72.9274966
41.3098578,-72.9274966
41.3159349,-72.9287174
41.2985871,-72.934446
41.2985871,-72.934446
41.312125,-72.923585
41.3116012,-72.9293259
41.3035382,-72.9342096
41.3035382,-72.9342096
41.3102335,-72.9293096
41.3086695,-72.9279386
41.313363,-72.9306545
41.311656,-72.929639
41.3143736,-72.9241047
41.3095845,-72.9273657
41.3115667,-72.9263375
41.3108516,-72.9320804
41.3074671,-72.9304292
41.3071849,-72.9306019
41.3102574,-72.958874
41.3079131,-72.9302613
41.3083427,-72.9292472
41.3020756,-72.9328993
41.3093007,-72.93545
41.3083319,-72.9278893
41.308274,-72.9278835
41.5416154,-72.9813872
41.3019767,-72.933582
41.3100817,-72.9285812
41.3171652,-72.9238468
41.3087107,-72.9317519
41.3208436,-72.9796338
41.308162,-72.933873
41.313464,-72.9379699
